protocol_name,protocol_id,goal_id,goal_text,DeepSeek_result,DeepSeek_confidence,GPT_result,GPT_confidence,results-single-anb-typed-sessions_1-depth_0-2022-PCM.csv_result,results-single-anb-typed-sessions_2-depth_0-2022-PCM.csv_result,results-single-pv-typed-205-PCM.csv_result
SET_Rev_AnB.AnBx,PROTO_0102,16,"N4 secret between A1,A2,a3",no attack,85,no attack,82,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,1,"pan(A1,a3) secret between A1,a3",attack found,95,attack found,95,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,2,"a3 authenticates A1 on pan(A1,a3)",no attack,85,attack found,90,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,3,A2 authenticates a3 on N4,no attack,90,no attack,92,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,4,A1 authenticates a3 on N4,no attack,90,attack found,88,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,5,A1 authenticates A2 on N4,attack found,80,attack found,85,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,6,"a3 authenticates A2 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",no attack,85,no attack,90,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,7,"a3 authenticates A1 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",attack found,75,attack found,93,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,8,"A1 authenticates a3 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3),N4",no attack,85,attack found,86,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,9,"A1 authenticates A2 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",attack found,80,attack found,91,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,10,"A2 authenticates A1 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",no attack,80,attack found,94,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,11,"A2 authenticates a3 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3),N4",no attack,90,no attack,93,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,12,"N7 secret between A1,A2",attack found,70,attack found,80,NO_ATTACK,,NO_ATTACK
SET_Rev_v2_AnB.AnBx,PROTO_0103,13,"N8 secret between A1,A2,a3",attack found,85,no attack,90,NO_ATTACK,,NO_ATTACK
ShareAgree2_AnB.AnBx,PROTO_0104,1,"N5,N3 secret between A1,A2",attack found,95,attack found,92,ATTACK,ATTACK,ATTACK
ShareAgree2_AnB.AnBx,PROTO_0104,2,"shk(A1,A2) secret between A1,A2",no attack,90,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
ShareAgree_AnB.AnBx,PROTO_0105,1,"N5,N3 secret between A1,A2",attack found,95,attack found,96,NO_ATTACK,NO_ATTACK,NO_ATTACK
ShareAgree_AnB.AnBx,PROTO_0105,2,"shk(A1,A2) secret between A1,A2",no attack,90,no attack,88,NO_ATTACK,NO_ATTACK,NO_ATTACK
ShareAgreeCertified_AnB.AnBx,PROTO_0106,1,"N5,N3 secret between A1,A2",attack found,95,attack found,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
ShareAgreeCertified_AnB.AnBx,PROTO_0106,2,"shk(A1,A2) secret between A1,A2",no attack,90,no attack,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
ShareAgreeSimple_AnB.AnBx,PROTO_0107,1,"N3 secret between A1,A2",attack found,100,attack found,99,ATTACK,ATTACK,ATTACK
SharedKey2_AnB.AnBx,PROTO_0108,1,A1 ->* A2: N3,no attack,95,no attack,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
SharedKey2_AnB.AnBx,PROTO_0108,2,A2 weakly authenticates A1 on N3,attack found,90,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
SharedKey_AnB.AnBx,PROTO_0109,1,A1 ->* A2: N3,no attack,95,no attack,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Sign_AnB.AnBx,PROTO_0110,1,A2 weakly authenticates A1 on N3,attack found,95,attack found,92,ATTACK,ATTACK,ATTACK
Sign_AnB.AnBx,PROTO_0110,2,A1 -> A2: N3,attack found,90,attack found,85,NO_ATTACK,NO_ATTACK,NO_ATTACK
SSO_AnB.AnBx,PROTO_0111,1,A2 authenticates A1 on N6,attack found,85,attack found,92,ATTACK,ATTACK,no_query
SSO_AnB.AnBx,PROTO_0111,2,A1 authenticates A2 on N4,attack found,90,attack found,95,NO_ATTACK,ATTACK,no_query
SSO_AnB.AnBx,PROTO_0111,3,"N4 secret between A2,A1",attack found,95,attack found,99,ATTACK,ATTACK,NO_ATTACK
SymEnc_AnB.AnBx,PROTO_0112,1,A1 ->* A2: N3,no attack,100,no attack,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
TagTT_AnB.AnBx,PROTO_0113,1,A1 -> A2: f(N3),no attack,100,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Test_Inactive_Agent_AnB.AnBx,PROTO_0114,1,A1 -> A2: N4,attack found,95,no attack,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_AnB.AnBx,PROTO_0115,1,"A2 authenticates A1 on prf(N8,N4,N5)",attack found,85,attack found,86,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_AnB.AnBx,PROTO_0115,2,"A1 authenticates A2 on prf(N8,N4,N5)",attack found,80,attack found,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_AnB.AnBx,PROTO_0115,3,"prf(N8,N4,N5) secret between A1,A2",no attack,75,no attack,72,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_noClientAuth_AnB.AnBx,PROTO_0116,1,"[A1] *->* A2: prf(N8,N4,N5)",attack found,85,attack found,78,NO_ATTACK,NO_ATTACK,
TLS_noClientAuth_AnB.AnBx,PROTO_0116,2,"A2 *->* [A1]: prf(N8,N4,N5)",attack found,85,attack found,74,NO_ATTACK,NO_ATTACK,
TLS_pw_AnB.AnBx,PROTO_0117,1,"A2 authenticates A1 on prf(N8,N4,N5)",attack found,85,attack found,86,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_pw_AnB.AnBx,PROTO_0117,2,"A1 authenticates A2 on prf(N8,N4,N5)",attack found,80,attack found,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_pw_AnB.AnBx,PROTO_0117,3,"prf(N8,N4,N5) secret between A1,A2",attack found,90,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
TLS_pw_AnB.AnBx,PROTO_0117,4,"pw(A1,A2) guessable secret between A1,A2",no attack,95,attack found,95,ATTACK,ATTACK,no_query
TMN_AnB.AnBx,PROTO_0118,1,"N4 secret between A1,a3",attack found,95,attack found,92,ATTACK,ATTACK,ATTACK
TMN_AnB.AnBx,PROTO_0118,2,"N5 secret between A1,A2,a3",attack found,95,attack found,90,ATTACK,ATTACK,ATTACK
TMN_AnB.AnBx,PROTO_0118,3,A1 ->* a3: N4,no attack,90,attack found,95,ATTACK,ATTACK,ATTACK
TMN_AnB.AnBx,PROTO_0118,4,A2 ->* a3: N5,no attack,90,attack found,88,ATTACK,ATTACK,ATTACK
TypeConv_AnB.AnBx,PROTO_0119,1,"N5 secret between A1,A2",attack found,100,attack found,98,ATTACK,ATTACK,ATTACK
TypeConv_AnB.AnBx,PROTO_0119,2,"V3 secret between A1,A2",attack found,100,attack found,98,ATTACK,ATTACK,ATTACK
TypeConv_AnB.AnBx,PROTO_0119,3,A1 ->* A2: N5,no attack,100,attack found,95,ATTACK,ATTACK,ATTACK
TypeConv_AnB.AnBx,PROTO_0119,4,A1 ->* A2: V3,no attack,100,attack found,95,ATTACK,ATTACK,ATTACK
WL92_AnB.AnBx,PROTO_0120,1,"A1 authenticates a3 on K6,A2",no attack,85,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
WL92_AnB.AnBx,PROTO_0120,2,"A2 authenticates a3 on K6,A1",no attack,85,no attack,78,NO_ATTACK,ATTACK,ATTACK
WL92_AnB.AnBx,PROTO_0120,3,"K6 secret between A1,A2,a3",attack found,75,no attack,84,NO_ATTACK,NO_ATTACK,NO_ATTACK
WMF_AnB.AnBx,PROTO_0121,1,"N4 secret between A1,A2",attack found,85,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
WooLam1_AnB.AnBx,PROTO_0122,1,A2 authenticates A1 on N4,attack found,85,attack found,93,ATTACK,ATTACK,NO_ATTACK
WooLam1Test_AnB.AnBx,PROTO_0123,1,A2 authenticates A1 on N4,attack found,85,attack found,92,ATTACK,ATTACK,NO_ATTACK
WooLam2_AnB.AnBx,PROTO_0124,1,A2 authenticates A1 on N4,attack found,85,attack found,92,ATTACK,ATTACK,ATTACK
WooLam3_AnB.AnBx,PROTO_0125,1,A2 authenticates A1 on N4,attack found,85,attack found,93,ATTACK,ATTACK,ATTACK
WooLam4_AnB.AnBx,PROTO_0126,1,A2 authenticates A1 on N5,attack found,85,attack found,93,ATTACK,ATTACK,ATTACK
WooLam_AnB.AnBx,PROTO_0127,1,A2 authenticates A1 on N4,attack found,85,attack found,93,ATTACK,ATTACK,ATTACK
WooLamF_AnB.AnBx,PROTO_0128,1,A2 authenticates A1 on N4,attack found,85,attack found,93,NO_ATTACK,NO_ATTACK,NO_ATTACK
WooLamMutual_AnB.AnBx,PROTO_0129,1,"A2 authenticates a3 on K6,A1",attack found,85,attack found,90,ATTACK,ATTACK,ATTACK
WooLamMutual_AnB.AnBx,PROTO_0129,2,"A1 authenticates a3 on K6,A2",attack found,85,no attack,78,ATTACK,ATTACK,ATTACK
WooLamMutual_AnB.AnBx,PROTO_0129,3,"K6 secret between A1,A2",no attack,75,attack found,85,NO_ATTACK,NO_ATTACK,NO_ATTACK
Yahalom_AnB.AnBx,PROTO_0130,1,A2 weakly authenticates A1 on K6,attack found,85,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
Yahalom_AnB.AnBx,PROTO_0130,2,A2 authenticates A1 on K6,attack found,90,attack found,95,NO_ATTACK,NO_ATTACK,NO_ATTACK
Yahalom_AnB.AnBx,PROTO_0130,3,"A2 authenticates a3 on K6,A1",no attack,80,attack found,88,NO_ATTACK,ATTACK,ATTACK
Yahalom_AnB.AnBx,PROTO_0130,4,"A1 authenticates a3 on K6,A2",no attack,85,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
Yahalom_AnB.AnBx,PROTO_0130,5,"K6 secret between A1,A2,a3",attack found,75,no attack,84,NO_ATTACK,NO_ATTACK,NO_ATTACK
Yahalom_AnB.AnBx,PROTO_0130,6,A1 ->* A2: K6,attack found,95,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
